sede_op_ateco;NACE;NACE_group;Colonna1
71.12.20;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.12.20;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.50;71;CON;
71.12.20;71;CON;
71.12.20;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.12.20;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.20.21;71;CON;
71.12.10;71;CON;
71.12.20;71;CON;
71.12.10;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.20.10;71;CON;
71.20.10;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.20.21;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.20.10;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.30;71;CON;
71.12.20;71;CON;
71.12.20;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.12.20;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.20.10;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.12.10;71;CON;
71.12.10;71;CON;
71.20.10;71;CON;
71.11.00;71;CON;
71.12.30;71;CON;
71.11.00;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.11.00;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
71.12.20;71;CON;
71.12.10;71;CON;
71.11.00;71;CON;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.60.0;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.21.0;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.10.0;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.20.00;72;RES;
72.21.0;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.60.0;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.11.00;72;RES;
72.20.00;72;RES;
72.19.09;72;RES;
72.19.01;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.20.00;72;RES;
72.11.00;72;RES;
72.20.00;72;RES;
72.21.0;72;RES;
72.60.0;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.01;72;RES;
72.19.01;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.01;72;RES;
72.19.09;72;RES;
72.11.00;72;RES;
72.11.00;72;RES;
72.11.00;72;RES;
72.11.00;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.01;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.01;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.11.00;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.11.00;72;RES;
72.19.01;72;RES;
72.11.00;72;RES;
72.21.0;72;RES;
72.19.09;72;RES;
72.21.0;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.21.0;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.11.00;72;RES;
72.19.09;72;RES;
72.19.09;72;RES;
72.20.00;72;RES;
72.19.09;72;RES;
72.19.01;72;RES;
72.19.09;72;RES;
73.20.00;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.11.02;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.20.00;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.11.02;73;SER;
73.10.D;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.11.01;73;SER;
73.10.C;73;SER;
74.90.93;74;SER;
74.90.93;74;SER;
74.20.F;74;SER;
74.10.30;74;SER;
74.10.21;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.10.21;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.90.11;74;SER;
74.10.90;74;SER;
74.50.1;74;SER;
74.10.21;74;SER;
74.10.21;74;SER;
74.50.2;74;SER;
74.20.20;74;SER;
74.20.2;74;SER;
74.50.1;74;SER;
74.90.93;74;SER;
74.11.1;74;SER;
74.30.00;74;SER;
74.50.1;74;SER;
74.11.1;74;SER;
74.11.1;74;SER;
74.11.1;74;SER;
74.90.21;74;SER;
74.90.93;74;SER;
74.10.30;74;SER;
74.50.2;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.90.93;74;SER;
74.10.21;74;SER;
74.90.93;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.90.93;74;SER;
74.50.1;74;SER;
74.11.1;74;SER;
74.90.99;74;SER;
74.50.1;74;SER;
74.90.93;74;SER;
74.90.91;74;SER;
74.50.1;74;SER;
74.90.93;74;SER;
74.14.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.11.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.2;74;SER;
74.10.30;74;SER;
74.90.93;74;SER;
74.50.1;74;SER;
74.50.2;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.2;74;SER;
74.90.93;74;SER;
74.20.19;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.10.30;74;SER;
74.50.1;74;SER;
74.50.2;74;SER;
74.50.1;74;SER;
74.90.21;74;SER;
74.50.1;74;SER;
74.10.30;74;SER;
74.50.2;74;SER;
74.90.91;74;SER;
74.50.1;74;SER;
74.90.91;74;SER;
74.90.99;74;SER;
74.50.1;74;SER;
74.50.2;74;SER;
74.11.1;74;SER;
74.11.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.90.93;74;SER;
74.50.1;74;SER;
74.50.2;74;SER;
74.50.2;74;SER;
74.90.99;74;SER;
74.10.30;74;SER;
74.10.90;74;SER;
74.50.2;74;SER;
74.50.2;74;SER;
74.10.30;74;SER;
74.50.1;74;SER;
74.90.21;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.90.91;74;SER;
74.90.93;74;SER;
74.90.93;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.90.93;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.90.93;74;SER;
74.90.11;74;SER;
74.10.21;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.10.21;74;SER;
74.50.1;74;SER;
74.50.2;74;SER;
74.90.93;74;SER;
74.20.20;74;SER;
74.50.1;74;SER;
74.90.99;74;SER;
74.90.93;74;SER;
74.90.21;74;SER;
74.50.1;74;SER;
74.10.30;74;SER;
74.10.30;74;SER;
74.50.2;74;SER;
74.50.2;74;SER;
74.90.93;74;SER;
74.50.1;74;SER;
74.50.1;74;SER;
74.90.93;74;SER;
74.50.1;74;SER;
74.90.21;74;SER;
74.90.93;74;SER;
74.50.2;74;SER;
74.87.8;74;SER;
74.10.21;74;SER;
75.11.2;75;SER;
77.40.00;77;SER;
77.40.00;77;SER;
77.40.00;77;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
78.20.00;78;SER;
78.20.00;78;SER;
78.10.00;78;SER;
80.30.1;80;SER;
81.21.00;81;SER;
81.22.02;81;SER;
81.21.00;81;SER;
81.21.00;81;SER;
81.30.00;81;SER;
81.21.00;81;SER;
81.21.00;81;SER;
81.21.00;81;SER;
81.29.91;81;SER;
82.20.00;82;SER;
82.20.00;82;SER;
82.99.99;82;SER;
82.20.00;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.91.10;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.20.00;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.20.00;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.30.00;82;SER;
82.20.00;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.20.00;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
82.99.99;82;SER;
84.11.10;84;PSER;
84.12.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.12.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.13.80;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
84.11.10;84;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.52.01;85;PSER;
85.42.00;85;PSER;
85.59.90;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.32.09;85;PSER;
85.42.00;85;PSER;
85.59.20;85;PSER;
85.59.90;85;PSER;
85.59.20;85;PSER;
85.31.0;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.59.20;85;PSER;
85.31.20;85;PSER;
85.59.20;85;PSER;
85.32.0;85;PSER;
85.59.20;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.32.09;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.59.20;85;PSER;
85.59.20;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.59.90;85;PSER;
85.59.20;85;PSER;
85.59.20;85;PSER;
85.42.00;85;PSER;
85.32.09;85;PSER;
85.32.09;85;PSER;
85.32.09;85;PSER;
85.31.20;85;PSER;
85.59.20;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.32.09;85;PSER;
85.31.20;85;PSER;
85.31.20;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.59.20;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
85.42.00;85;PSER;
86.90.21;86;PSER;
86.10.10;86;PSER;
86.10.20;86;PSER;
86.10.10;86;PSER;
86.90.12;86;PSER;
86.10.20;86;PSER;
86.10.20;86;PSER;
86.22.09;86;PSER;
86.10.10;86;PSER;
86.22.06;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.20;86;PSER;
86.10.10;86;PSER;
86.22.09;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.90.12;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.20;86;PSER;
86.90.12;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.23.00;86;PSER;
86.10.20;86;PSER;
86.90.12;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.10.10;86;PSER;
86.21.00;86;PSER;
86.10.10;86;PSER;
87.30.00;87;PSER;
87.30.00;87;PSER;
87.10.00;87;PSER;
87.30.00;87;PSER;
87.30.00;87;PSER;
87.30.00;87;PSER;
87.30.00;87;PSER;
87.30.00;87;PSER;
87.30.00;87;PSER;
87.30.00;87;PSER;
87.30.00;87;PSER;
87.30.00;87;PSER;
87.30.00;87;PSER;
87.30.00;87;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
88.10.00;88;PSER;
90.02.09;90;OTH;
90.02.09;90;OTH;
91.02.00;91;OTH;
91.03.00;91;OTH;
91.04.00;91;OTH;
91.04.00;91;OTH;
91.04.00;91;OTH;
91.03.00;91;OTH;
91.02.00;91;OTH;
92.00.02;92;OTH;
93.12.00;93;OTH;
93.01.1;93;OTH;
93.29.30;93;OTH;
93.05.0;93;OTH;
93.05.0;93;OTH;
93.12.00;93;OTH;
93.29.90;93;OTH;
93.05.0;93;OTH;
93.29.30;93;OTH;
93.29.90;93;OTH;
93.29.90;93;OTH;
93.29.90;93;OTH;
93.05.0;93;OTH;
93.12.00;93;OTH;
94.20.00;94;OTH;
94.20.00;94;OTH;
94.20.00;94;OTH;
94.99.90;94;OTH;
94.20.00;94;OTH;
94.20.00;94;OTH;
94.99.20;94;OTH;
94.20.00;94;OTH;
94.20.00;94;OTH;
94.11.00;94;OTH;
94.91.00;94;OTH;
94.20.00;94;OTH;
94.99.90;94;OTH;
94.11.00;94;OTH;
94.11.00;94;OTH;
94.99.20;94;OTH;
94.11.00;94;OTH;
94.12.10;94;OTH;
94.99.90;94;OTH;
94.99.90;94;OTH;
94.11.00;94;OTH;
94.11.00;94;OTH;
95.11.00;95;OTH;
95.11.00;95;OTH;
95.11.00;95;OTH;
95.24.01;95;OTH;
95.11.00;95;OTH;
95.11.00;95;OTH;
95.11.00;95;OTH;
95.11.00;95;OTH;
96.02.02;96;OTH;
96.04.10;96;OTH;
96.02.01;96;OTH;
97.00.00;97;OTH;
99.00.00;99;OTH;
99.00.00;99;OTH;
